store_nbr,item_nbr,units,season
20,5,53,summer
20,41,16,summer
20,74,1,summer
21,5,29,summer
21,44,63,summer
21,91,1,summer
21,109,6,summer
22,9,10,summer
22,54,1,summer
22,68,21,summer
23,5,30,summer
23,45,41,summer
24,6,12,summer
24,43,30,summer
24,60,1,summer
25,9,50,summer
25,45,64,summer
26,2,1,summer
26,5,14,summer
26,45,23,summer
27,9,31,summer
27,68,9,summer
28,2,3,summer
28,5,46,summer
28,35,1,summer
28,45,51,summer
29,8,3,summer
29,41,21,summer
29,45,39,summer
31,9,26,summer
31,45,71,summer
32,9,16,summer
32,45,26,summer
33,9,70,summer
33,44,164,summer
33,92,1,summer
34,9,48,summer
34,45,66,summer
35,16,22,summer
35,63,4,summer
35,66,11,summer
37,5,25,summer
37,38,9,summer
37,45,28,summer
38,9,69,summer
38,45,62,summer
39,9,12,summer
39,36,4,summer
39,103,1,summer
39,111,1,summer
40,5,45,summer
40,45,37,summer
41,16,28,summer
41,68,7,summer
41,108,6,summer
42,5,48,summer
42,45,55,summer
43,16,25,summer
43,37,6,summer
44,5,57,summer
44,62,3,summer
44,68,37,summer
44,105,1,summer
45,9,12,summer
45,22,3,summer
45,26,1,summer
1,9,63,summer
1,28,13,summer
1,47,12,summer
2,5,18,summer
2,11,1,summer
2,44,117,summer
3,5,29,summer
3,45,49,summer
4,9,152,summer
4,27,21,summer
5,16,14,summer
5,37,2,summer
6,9,34,summer
6,45,70,summer
7,5,46,summer
7,23,31,summer
7,95,35,summer
8,5,11,summer
8,23,13,summer
8,100,1,summer
9,5,21,summer
9,45,57,summer
10,5,36,summer
10,37,12,summer
11,9,19,summer
11,68,18,summer
12,16,12,summer
12,37,11,summer
13,5,46,summer
13,36,48,summer
14,9,3,summer
14,25,7,summer
14,70,2,summer
15,5,25,summer
15,45,38,summer
16,16,24,summer
16,25,135,summer
16,64,4,summer
16,77,3,summer
17,9,62,summer
17,37,46,summer
18,5,23,summer
18,37,17,summer
20,5,39,summer
20,41,14,summer
20,74,2,summer
21,5,35,summer
21,44,86,summer
21,109,3,summer
22,9,33,summer
22,68,19,summer
22,78,2,summer
23,5,12,summer
23,45,29,summer
24,6,65,summer
24,43,67,summer
24,60,1,summer
25,9,152,summer
25,45,51,summer
26,5,17,summer
26,45,27,summer
27,9,40,summer
27,68,9,summer
27,80,1,summer
28,5,52,summer
28,35,1,summer
28,45,49,summer
29,8,20,summer
29,41,11,summer
29,45,33,summer
29,56,1,summer
31,9,38,summer
31,45,54,summer
32,9,13,summer
32,45,8,summer
33,9,51,summer
33,44,139,summer
34,9,59,summer
34,45,59,summer
35,16,21,summer
35,66,16,summer
37,5,70,summer
37,38,9,summer
37,45,42,summer
38,9,17,summer
38,45,66,summer
39,9,1,summer
39,36,8,summer
39,111,1,summer
40,5,22,summer
40,45,34,summer
40,55,3,summer
41,16,32,summer
41,68,22,summer
41,108,4,summer
42,5,20,summer
42,45,66,summer
43,16,16,summer
43,37,7,summer
43,73,1,summer
44,5,95,summer
44,68,27,summer
44,94,2,summer
45,9,18,summer
45,22,2,summer
45,26,1,summer
1,9,21,summer
1,28,21,summer
1,47,16,summer
2,5,17,summer
2,44,101,summer
3,5,28,summer
3,45,42,summer
3,109,3,summer
4,9,132,summer
4,27,19,summer
5,16,28,summer
5,37,10,summer
6,9,48,summer
6,45,42,summer
7,5,45,summer
7,23,19,summer
7,95,42,summer
8,5,39,summer
8,23,7,summer
8,59,3,summer
9,5,40,summer
9,10,1,summer
9,45,37,summer
10,5,66,summer
10,37,16,summer
11,9,27,summer
11,61,2,summer
11,68,34,summer
11,110,4,summer
12,16,16,summer
12,37,13,summer
13,5,59,summer
13,36,27,summer
14,9,9,summer
14,25,13,summer
14,70,5,summer
15,5,26,summer
15,45,41,summer
16,16,22,summer
16,25,93,summer
16,64,2,summer
17,9,78,summer
17,37,36,summer
18,5,11,summer
18,37,8,summer
20,5,16,summer
20,41,10,summer
21,5,29,summer
21,44,53,summer
21,109,7,summer
22,9,14,summer
22,54,1,summer
22,68,46,summer
23,5,16,summer
23,45,36,summer
24,6,6,summer
24,43,31,summer
25,9,121,summer
25,12,6,summer
25,45,22,summer
26,5,18,summer
26,45,35,summer
27,9,21,summer
27,68,16,summer
28,2,3,summer
28,5,51,summer
28,35,2,summer
28,45,23,summer
29,8,23,summer
29,41,21,summer
29,45,38,summer
31,9,20,summer
31,45,54,summer
32,9,13,summer
32,45,31,summer
33,9,56,summer
33,44,214,summer
33,92,3,summer
34,9,37,summer
34,45,56,summer
35,16,13,summer
35,63,2,summer
35,66,11,summer
36,1,1,summer
36,9,22,summer
36,30,1,summer
36,44,32,summer
37,5,24,summer
37,38,8,summer
37,45,31,summer
37,53,1,summer
38,9,28,summer
38,45,63,summer
39,9,3,summer
39,36,7,summer
39,111,4,summer
40,5,28,summer
40,45,27,summer
40,55,2,summer
41,16,21,summer
41,61,1,summer
41,68,16,summer
41,108,10,summer
42,5,18,summer
42,45,23,summer
43,16,15,summer
43,37,6,summer
43,73,2,summer
44,5,21,summer
44,68,29,summer
44,94,1,summer
45,9,18,summer
45,26,2,summer
1,9,14,summer
1,28,16,summer
1,47,15,summer
1,99,2,summer
2,5,20,summer
2,44,101,summer
3,5,50,summer
3,45,43,summer
3,109,5,summer
4,9,73,summer
4,27,24,summer
5,16,19,summer
5,37,14,summer
6,9,54,summer
6,45,56,summer
7,5,29,summer
7,7,2,summer
7,23,14,summer
7,95,28,summer
8,5,34,summer
8,23,13,summer
8,59,1,summer
9,5,41,summer
9,45,54,summer
10,5,46,summer
10,37,9,summer
11,9,26,summer
11,68,24,summer
11,87,2,summer
11,110,2,summer
12,16,18,summer
12,37,7,summer
13,5,53,summer
13,36,47,summer
14,9,12,summer
14,25,12,summer
14,70,3,summer
15,5,67,summer
15,45,48,summer
16,16,26,summer
16,25,151,summer
16,64,1,summer
16,77,2,summer
17,9,50,summer
17,37,26,summer
18,5,19,summer
18,37,10,summer
20,5,32,summer
20,41,20,summer
21,5,42,summer
21,44,76,summer
21,109,10,summer
22,9,63,summer
22,54,1,summer
22,68,11,summer
23,45,22,summer
24,6,22,summer
24,43,30,summer
25,9,88,summer
25,45,56,summer
26,5,13,summer
26,45,47,summer
27,9,24,summer
27,68,4,summer
28,5,14,summer
28,35,1,summer
28,45,27,summer
29,8,16,summer
29,41,17,summer
29,45,26,summer
31,9,80,summer
31,45,52,summer
32,9,25,summer
32,45,33,summer
33,9,87,summer
33,44,222,summer
33,92,1,summer
34,9,20,summer
34,45,57,summer
35,16,22,summer
35,66,10,summer
36,9,21,summer
36,30,2,summer
36,44,34,summer
37,5,25,summer
37,38,7,summer
37,45,34,summer
38,9,28,summer
38,45,101,summer
39,9,2,summer
39,36,6,summer
39,111,3,summer
40,5,32,summer
40,45,34,summer
40,106,1,summer
41,16,30,summer
41,68,18,summer
41,108,10,summer
42,5,8,summer
42,45,53,summer
43,16,21,summer
43,37,7,summer
43,73,1,summer
44,5,81,summer
44,62,2,summer
44,68,31,summer
44,94,1,summer
45,4,2,summer
45,9,12,summer
45,22,1,summer
45,26,5,summer
1,9,42,summer
1,28,17,summer
1,47,11,summer
1,99,4,summer
2,5,72,summer
2,44,132,summer
3,5,48,summer
3,45,52,summer
3,109,10,summer
4,9,127,summer
4,27,18,summer
4,90,2,summer
4,101,1,summer
5,16,29,summer
5,32,1,summer
5,37,16,summer
6,9,40,summer
6,45,34,summer
7,5,59,summer
7,7,1,summer
7,23,41,summer
7,95,41,summer
8,5,52,summer
8,23,21,summer
8,59,2,summer
9,5,41,summer
9,10,1,summer
9,45,79,summer
10,5,63,summer
10,37,10,summer
11,9,18,summer
11,68,35,summer
11,87,1,summer
11,110,10,summer
12,16,24,summer
12,37,16,summer
13,5,102,summer
13,36,96,summer
14,25,12,summer
14,70,12,summer
15,5,68,summer
15,45,70,summer
16,16,38,summer
16,25,167,summer
16,64,3,summer
16,77,16,summer
17,9,52,summer
17,37,40,summer
18,5,17,summer
18,37,8,summer
20,5,41,summer
20,41,19,summer
20,74,3,summer
21,5,54,summer
21,44,74,summer
21,109,7,summer
22,9,55,summer
22,54,2,summer
22,68,8,summer
22,78,1,summer
23,5,27,summer
23,45,42,summer
24,6,49,summer
24,43,19,summer
25,9,119,summer
25,45,65,summer
26,2,1,summer
26,5,44,summer
26,45,33,summer
27,9,33,summer
27,68,8,summer
27,80,1,summer
28,2,1,summer
28,5,67,summer
28,35,1,summer
28,45,50,summer
29,8,28,summer
29,41,18,summer
29,45,40,summer
31,9,40,summer
31,45,64,summer
32,9,36,summer
32,45,39,summer
33,9,82,summer
33,44,201,summer
33,92,2,summer
34,9,52,summer
34,31,1,summer
34,45,69,summer
35,16,27,summer
35,63,1,summer
35,66,12,summer
36,1,1,summer
36,9,8,summer
36,30,4,summer
36,44,76,summer
37,5,69,summer
37,38,12,summer
37,45,48,summer
38,9,72,summer
38,45,54,summer
39,36,6,summer
39,111,5,summer
40,5,37,summer
40,45,62,summer
41,16,31,summer
41,68,25,summer
41,108,18,summer
42,5,22,summer
42,45,54,summer
43,16,32,summer
43,37,13,summer
44,5,31,summer
44,62,1,summer
44,68,46,summer
44,94,1,summer
45,4,2,summer
45,9,22,summer
45,22,2,summer
45,26,1,summer
1,9,93,summer
1,28,17,summer
1,47,12,summer
1,99,3,summer
2,5,57,summer
2,11,1,summer
2,44,210,summer
3,2,5,summer
3,5,44,summer
3,45,66,summer
3,109,6,summer
4,9,101,summer
4,27,22,summer
4,90,6,summer
5,16,38,summer
5,32,3,summer
5,37,3,summer
6,9,72,summer
6,14,1,summer
6,45,61,summer
6,107,4,summer
7,5,22,summer
7,7,1,summer
7,23,46,summer
7,95,53,summer
8,5,2,summer
8,23,38,summer
8,59,1,summer
8,100,5,summer
9,5,61,summer
9,45,77,summer
10,5,88,summer
10,37,20,summer
11,9,82,summer
11,68,29,summer
11,87,6,summer
11,110,4,summer
12,16,27,summer
12,37,14,summer
13,5,165,summer
13,36,133,summer
14,9,8,summer
14,25,7,summer
14,70,4,summer
15,5,59,summer
15,45,63,summer
15,61,1,summer
17,9,78,summer
17,37,38,summer
17,71,2,summer
18,5,12,summer
18,37,23,summer
20,5,62,summer
20,41,24,summer
20,74,1,summer
21,5,18,summer
21,44,72,summer
21,109,9,summer
22,9,112,summer
22,54,1,summer
22,68,6,summer
22,78,4,summer
23,5,30,summer
23,45,39,summer
24,6,30,summer
24,43,2,summer
25,9,188,summer
25,12,3,summer
25,45,80,summer
26,2,1,summer
26,5,30,summer
26,45,50,summer
27,9,64,summer
27,68,9,summer
27,80,1,summer
28,2,1,summer
28,5,18,summer
28,35,2,summer
28,45,50,summer
29,8,32,summer
29,41,25,summer
29,45,48,summer
31,9,77,summer
31,45,89,summer
32,9,65,summer
32,45,52,summer
33,9,175,summer
33,44,230,summer
33,92,3,summer
34,9,125,summer
34,45,84,summer
35,16,31,summer
35,63,1,summer
35,66,13,summer
36,9,41,summer
36,30,1,summer
36,44,41,summer
37,5,35,summer
37,38,7,summer
37,45,43,summer
38,9,47,summer
38,45,108,summer
39,9,9,summer
39,36,4,summer
39,103,1,summer
39,111,2,summer
40,5,61,summer
40,45,50,summer
40,55,2,summer
41,16,54,summer
41,61,2,summer
41,68,28,summer
41,108,16,summer
42,5,18,summer
42,45,69,summer
43,16,37,summer
43,37,13,summer
44,5,41,summer
44,62,1,summer
44,68,70,summer
45,9,25,summer
45,22,4,summer
45,26,3,summer
1,9,31,summer
1,28,8,summer
1,47,12,summer
1,99,2,summer
2,5,44,summer
2,44,102,summer
3,2,1,summer
3,5,41,summer
3,45,60,summer
3,109,2,summer
4,9,133,summer
4,27,22,summer
4,90,1,summer
5,16,18,summer
5,37,13,summer
6,9,19,summer
6,45,77,summer
6,107,4,summer
7,5,47,summer
7,23,29,summer
7,95,41,summer
8,5,23,summer
8,23,17,summer
9,5,42,summer
9,45,45,summer
10,5,26,summer
10,37,12,summer
11,9,30,summer
11,68,27,summer
11,87,3,summer
12,16,10,summer
12,37,17,summer
13,5,86,summer
13,36,79,summer
14,9,3,summer
14,25,9,summer
14,70,2,summer
15,5,21,summer
15,45,44,summer
15,61,1,summer
17,9,77,summer
17,37,43,summer
18,5,8,summer
18,37,14,summer
18,57,2,summer
19,16,41,summer
19,75,1,summer
19,83,10,summer
20,5,48,summer
20,41,19,summer
20,74,3,summer
21,5,45,summer
21,44,49,summer
21,109,4,summer
22,9,36,summer
22,68,3,summer
22,78,6,summer
23,5,20,summer
23,45,41,summer
23,56,1,summer
24,6,11,summer
24,43,30,summer
25,9,92,summer
25,12,2,summer
25,45,42,summer
26,5,9,summer
26,45,53,summer
27,9,15,summer
27,68,13,summer
28,5,30,summer
28,35,2,summer
28,45,34,summer
29,8,19,summer
29,41,19,summer
29,45,54,summer
31,9,47,summer
31,45,50,summer
32,9,54,summer
32,45,38,summer
33,9,52,summer
33,44,239,summer
33,92,1,summer
34,9,56,summer
34,31,1,summer
34,45,59,summer
35,16,28,summer
35,66,7,summer
36,9,19,summer
36,30,1,summer
36,44,27,summer
37,5,31,summer
37,38,13,summer
37,45,28,summer
38,9,48,summer
38,45,67,summer
39,9,4,summer
39,36,7,summer
40,5,33,summer
40,45,44,summer
40,55,1,summer
41,16,26,summer
41,68,14,summer
41,108,11,summer
42,5,5,summer
42,45,55,summer
42,82,2,summer
43,16,18,summer
43,37,9,summer
44,5,32,summer
44,62,4,summer
44,68,39,summer
44,94,1,summer
45,9,27,summer
45,22,2,summer
45,26,3,summer
1,9,12,summer
1,28,11,summer
1,47,7,summer
1,99,1,summer
2,5,39,summer
2,44,110,summer
3,2,2,summer
3,5,66,summer
3,45,38,summer
3,109,3,summer
4,9,79,summer
4,27,15,summer
4,90,1,summer
5,16,20,summer
5,37,6,summer
6,9,57,summer
6,45,70,summer
7,5,95,summer
7,7,2,summer
7,23,23,summer
7,95,33,summer
8,5,6,summer
8,23,11,summer
9,5,37,summer
9,45,54,summer
10,5,24,summer
10,37,10,summer
11,9,7,summer
11,61,4,summer
11,68,23,summer
11,87,1,summer
11,110,4,summer
12,16,11,summer
12,37,10,summer
12,79,3,summer
13,5,70,summer
13,36,48,summer
14,25,11,summer
14,70,3,summer
15,5,23,summer
15,45,30,summer
17,9,41,summer
17,37,29,summer
18,5,8,summer
18,37,5,summer
19,16,23,summer
19,75,2,summer
19,83,9,summer
20,5,37,summer
20,41,16,summer
20,74,2,summer
21,5,18,summer
21,44,67,summer
21,109,7,summer
22,9,52,summer
22,68,5,summer
23,5,16,summer
23,45,30,summer
24,6,6,summer
24,43,38,summer
25,9,87,summer
25,45,46,summer
26,2,1,summer
26,5,9,summer
26,45,35,summer
27,9,10,summer
27,68,17,summer
28,5,24,summer
28,35,1,summer
28,45,39,summer
29,8,20,summer
29,41,15,summer
29,45,36,summer
29,56,2,summer
31,9,50,summer
31,45,50,summer
32,9,30,summer
32,45,19,summer
33,9,89,summer
33,44,114,summer
34,9,28,summer
34,45,57,summer
35,16,14,summer
35,66,13,summer
36,9,19,summer
36,44,68,summer
37,5,33,summer
37,38,8,summer
37,45,23,summer
37,104,7,summer
37,105,2,summer
38,9,36,summer
38,45,54,summer
39,9,13,summer
39,36,8,summer
39,111,2,summer
40,5,23,summer
40,45,27,summer
40,55,1,summer
41,16,20,summer
41,61,2,summer
41,68,15,summer
41,108,9,summer
42,5,17,summer
42,45,56,summer
43,16,18,summer
43,37,2,summer
44,5,53,summer
44,68,31,summer
44,94,2,summer
45,4,1,summer
45,9,3,summer
45,22,2,summer
45,26,2,summer
1,9,24,summer
1,28,11,summer
1,47,10,summer
2,5,91,summer
2,44,96,summer
3,5,19,summer
3,45,39,summer
3,109,2,summer
4,9,89,summer
4,27,17,summer
4,90,1,summer
5,16,11,summer
5,32,5,summer
5,37,5,summer
6,9,30,summer
6,45,59,summer
7,5,18,summer
7,23,32,summer
7,95,35,summer
8,5,32,summer
8,23,15,summer
9,5,7,summer
9,45,49,summer
10,5,13,summer
10,37,13,summer
11,9,22,summer
11,68,22,summer
11,87,1,summer
11,110,2,summer
12,16,8,summer
12,37,13,summer
13,5,108,summer
13,36,53,summer
14,9,1,summer
14,25,7,summer
15,5,26,summer
15,45,30,summer
17,9,40,summer
17,37,24,summer
18,5,4,summer
18,37,10,summer
19,16,21,summer
19,83,13,summer
20,5,31,summer
20,41,9,summer
20,74,1,summer
21,5,33,summer
21,44,73,summer
21,91,2,summer
21,109,5,summer
22,9,64,summer
22,68,8,summer
23,5,19,summer
23,45,40,summer
23,56,1,summer
24,6,3,summer
24,43,12,summer
24,60,3,summer
25,9,67,summer
25,45,34,summer
26,5,15,summer
26,45,37,summer
27,9,61,summer
27,68,5,summer
28,5,22,summer
28,35,1,summer
28,45,41,summer
29,8,12,summer
29,41,10,summer
29,45,35,summer
29,56,1,summer
30,13,1,summer
30,16,14,summer
30,44,58,summer
31,9,15,summer
31,45,72,summer
32,9,14,summer
32,45,26,summer
33,9,43,summer
33,44,146,summer
34,9,37,summer
34,31,1,summer
34,45,79,summer
35,16,19,summer
35,66,11,summer
36,9,12,summer
36,44,55,summer
37,5,19,summer
37,38,10,summer
37,45,36,summer
37,104,1,summer
37,105,1,summer
38,9,37,summer
38,45,53,summer
39,9,5,summer
39,36,3,summer
40,5,12,summer
40,45,33,summer
41,16,21,summer
41,68,17,summer
41,108,3,summer
42,5,15,summer
42,45,53,summer
42,82,4,summer
43,16,21,summer
43,37,12,summer
44,5,29,summer
44,62,2,summer
44,68,32,summer
44,94,1,summer
45,4,1,summer
45,9,12,summer
45,26,1,summer
1,9,15,summer
1,28,8,summer
1,47,8,summer
1,99,1,summer
2,5,35,summer
2,44,84,summer
3,5,24,summer
3,45,38,summer
3,109,4,summer
4,9,104,summer
4,27,2,summer
4,90,1,summer
5,16,14,summer
5,37,8,summer
6,9,30,summer
6,14,2,summer
6,45,73,summer
6,107,7,summer
7,5,22,summer
7,7,1,summer
7,23,20,summer
7,95,46,summer
8,5,23,summer
8,23,15,summer
9,5,18,summer
9,45,33,summer
10,5,25,summer
10,37,14,summer
11,9,13,summer
11,61,1,summer
11,68,21,summer
11,87,2,summer
11,110,25,summer
12,16,17,summer
12,37,17,summer
13,5,46,summer
13,36,31,summer
14,9,1,summer
14,25,7,summer
14,70,1,summer
15,5,11,summer
15,45,40,summer
17,9,24,summer
17,37,34,summer
18,5,3,summer
18,37,5,summer
19,16,28,summer
19,83,11,summer
20,5,46,summer
20,41,5,summer
20,74,1,summer
21,5,28,summer
21,44,44,summer
21,109,10,summer
22,9,28,summer
22,54,1,summer
22,68,10,summer
23,5,5,summer
23,45,19,summer
24,6,13,summer
24,43,28,summer
24,60,2,summer
25,9,85,summer
25,45,46,summer
26,2,8,summer
26,5,18,summer
26,45,27,summer
27,9,14,summer
27,68,9,summer
28,5,16,summer
28,35,1,summer
28,45,26,summer
29,8,1,summer
29,41,13,summer
29,45,36,summer
29,56,3,summer
30,16,12,summer
30,44,42,summer
31,9,16,summer
31,45,56,summer
32,9,48,summer
32,45,24,summer
33,9,68,summer
33,44,157,summer
34,9,43,summer
34,45,49,summer
35,16,17,summer
35,66,13,summer
36,9,15,summer
36,30,1,summer
36,44,72,summer
37,5,18,summer
37,38,10,summer
37,45,22,summer
37,53,3,summer
37,104,2,summer
37,105,1,summer
38,9,19,summer
38,45,43,summer
39,9,4,summer
39,36,3,summer
40,5,34,summer
40,45,19,summer
41,16,14,summer
41,68,12,summer
41,108,13,summer
42,5,18,summer
42,45,50,summer
43,16,15,summer
43,37,5,summer
43,73,1,summer
44,5,17,summer
44,68,25,summer
44,94,2,summer
45,4,1,summer
45,9,61,summer
45,22,3,summer
1,9,28,summer
1,28,10,summer
1,47,12,summer
2,5,15,summer
2,11,2,summer
2,44,142,summer
3,5,38,summer
3,45,43,summer
3,109,4,summer
4,9,173,summer
4,27,10,summer
4,90,2,summer
5,16,26,summer
5,32,1,summer
5,37,9,summer
6,9,44,summer
6,45,37,summer
6,107,1,summer
7,5,42,summer
7,23,23,summer
7,95,35,summer
8,5,12,summer
8,23,21,summer
8,59,3,summer
8,100,4,summer
9,5,52,summer
9,45,69,summer
10,5,18,summer
10,37,19,summer
11,9,20,summer
11,61,1,summer
11,68,11,summer
11,110,31,summer
12,16,27,summer
12,37,12,summer
13,5,13,summer
13,36,59,summer
14,25,8,summer
15,5,9,summer
15,45,55,summer
17,9,25,summer
17,37,35,summer
18,37,8,summer
19,16,29,summer
19,75,1,summer
19,83,7,summer
20,5,75,summer
20,41,13,summer
21,5,5,summer
21,44,67,summer
21,109,5,summer
22,9,20,summer
22,68,38,summer
23,5,24,summer
23,45,26,summer
24,6,66,summer
24,43,30,summer
24,60,1,summer
24,76,1,summer
25,9,110,summer
25,45,62,summer
26,5,14,summer
26,45,44,summer
27,9,22,summer
27,68,16,summer
28,5,25,summer
28,35,1,summer
28,45,44,summer
29,8,25,summer
29,41,14,summer
29,45,37,summer
30,16,16,summer
30,44,95,summer
31,9,26,summer
31,45,76,summer
32,9,41,summer
32,45,27,summer
33,9,62,summer
33,44,272,summer
34,9,17,summer
34,31,1,summer
34,45,93,summer
35,16,39,summer
35,66,8,summer
36,9,45,summer
36,30,3,summer
36,44,42,summer
37,5,32,summer
37,38,13,summer
37,45,36,summer
37,104,2,summer
37,105,6,summer
38,9,88,summer
38,45,85,summer
39,9,5,summer
39,36,6,summer
39,103,1,summer
39,111,2,summer
40,5,35,summer
40,45,47,summer
41,16,36,summer
41,61,1,summer
41,68,20,summer
41,108,4,summer
42,5,48,summer
42,45,48,summer
42,82,1,summer
43,16,21,summer
43,37,14,summer
43,73,1,summer
44,5,30,summer
44,68,47,summer
44,94,2,summer
45,9,18,summer
45,22,2,summer
45,26,1,summer
1,9,23,summer
1,28,9,summer
1,47,12,summer
2,5,38,summer
2,44,124,summer
3,5,41,summer
3,45,55,summer
3,109,10,summer
4,9,183,summer
4,27,23,summer
4,90,2,summer
4,101,2,summer
5,16,49,summer
5,37,15,summer
6,9,24,summer
6,45,45,summer
7,5,36,summer
7,23,26,summer
7,95,47,summer
8,5,12,summer
8,23,17,summer
10,5,50,summer
10,37,18,summer
11,9,38,summer
11,61,2,summer
11,68,33,summer
11,87,1,summer
11,110,8,summer
12,16,23,summer
12,37,20,summer
13,5,47,summer
13,36,67,summer
14,9,3,summer
14,25,22,summer
15,5,27,summer
15,45,63,summer
17,9,101,summer
17,37,42,summer
19,16,23,summer
19,83,11,summer
20,5,100,summer
20,41,23,summer
20,74,2,summer
22,9,60,summer
22,68,10,summer
24,6,97,summer
24,43,33,summer
25,9,141,summer
25,45,51,summer
27,9,31,summer
27,68,11,summer
28,5,19,summer
28,35,2,summer
28,45,29,summer
30,16,13,summer
30,44,45,summer
32,9,17,summer
32,45,44,summer
35,16,34,summer
35,66,17,summer
36,9,15,summer
36,44,48,summer
37,5,31,summer
37,38,7,summer
37,45,36,summer
37,53,1,summer
37,104,2,summer
37,105,5,summer
38,9,45,summer
38,45,99,summer
39,9,5,summer
39,36,3,summer
39,111,4,summer
40,5,51,summer
40,45,55,summer
41,16,34,summer
41,68,25,summer
41,108,4,summer
42,5,35,summer
42,45,51,summer
42,82,1,summer
43,16,30,summer
43,37,7,summer
43,73,1,summer
43,105,1,summer
44,5,36,summer
44,62,1,summer
44,68,34,summer
44,94,2,summer
45,4,4,summer
45,9,50,summer
45,26,3,summer
1,9,7,summer
1,28,7,summer
1,47,7,summer
1,99,9,summer
2,5,38,summer
2,44,150,summer
3,5,82,summer
3,45,56,summer
3,109,6,summer
4,9,204,summer
4,27,13,summer
4,90,1,summer
4,101,4,summer
5,16,37,summer
5,37,13,summer
6,9,51,summer
6,14,1,summer
6,45,48,summer
7,5,55,summer
7,23,39,summer
7,95,31,summer
8,5,15,summer
8,23,8,summer
8,59,1,summer
10,5,36,summer
10,37,16,summer
11,9,33,summer
11,61,2,summer
11,68,21,summer
11,87,5,summer
11,110,2,summer
12,16,15,summer
12,37,18,summer
12,79,1,summer
13,5,36,summer
13,36,85,summer
14,9,1,summer
14,25,4,summer
15,5,12,summer
15,45,51,summer
17,9,87,summer
17,37,38,summer
19,16,26,summer
19,83,8,summer
20,5,135,summer
20,41,15,summer
22,9,27,summer
22,68,5,summer
24,6,26,summer
24,43,46,summer
24,76,1,summer
25,9,88,summer
25,45,65,summer
27,9,5,summer
27,68,19,summer
28,5,28,summer
28,45,45,summer
30,16,14,summer
30,44,77,summer
32,9,46,summer
32,45,25,summer
35,16,30,summer
35,66,16,summer
36,9,30,summer
36,30,1,summer
36,44,61,summer
37,5,31,summer
37,38,10,summer
37,45,35,summer
37,53,1,summer
38,9,60,summer
38,45,90,summer
39,36,4,summer
39,111,3,summer
40,5,15,summer
40,45,67,summer
40,55,1,summer
41,16,37,summer
41,61,1,summer
41,68,32,summer
41,108,16,summer
42,5,26,summer
42,45,42,summer
42,82,1,summer
43,16,33,summer
43,37,11,summer
44,5,28,summer
44,68,49,summer
45,9,20,summer
45,22,1,summer
1,9,34,fall
1,28,6,fall
1,47,9,fall
2,5,144,fall
2,44,259,fall
3,5,47,fall
3,45,78,fall
3,109,1,fall
4,9,172,fall
4,27,16,fall
4,90,1,fall
5,16,46,fall
5,32,1,fall
5,37,14,fall
6,9,145,fall
6,45,123,fall
7,5,47,fall
7,7,2,fall
7,23,24,fall
7,95,60,fall
8,5,7,fall
8,23,20,fall
10,5,43,fall
10,37,21,fall
11,9,35,fall
11,68,18,fall
11,87,3,fall
11,110,8,fall
12,16,29,fall
12,37,22,fall
13,5,66,fall
13,36,67,fall
14,25,22,fall
14,70,1,fall
15,5,22,fall
15,45,65,fall
17,9,84,fall
17,37,50,fall
19,16,31,fall
19,83,9,fall
20,5,165,fall
20,41,47,fall
20,74,2,fall
22,9,32,fall
22,68,39,fall
24,6,38,fall
24,43,45,fall
24,60,3,fall
25,9,116,fall
25,45,45,fall
27,9,18,fall
27,68,8,fall
28,5,19,fall
28,35,2,fall
28,45,63,fall
30,16,16,fall
30,44,100,fall
32,9,75,fall
32,45,35,fall
35,16,62,fall
35,66,10,fall
36,9,36,fall
36,30,2,fall
36,44,105,fall
37,5,47,fall
37,38,10,fall
37,45,57,fall
38,9,153,fall
38,45,142,fall
39,9,3,fall
39,36,5,fall
39,111,1,fall
40,5,68,fall
40,45,59,fall
40,55,4,fall
41,16,46,fall
41,68,21,fall
41,108,14,fall
42,5,64,fall
42,45,116,fall
42,82,1,fall
43,16,53,fall
43,37,6,fall
44,5,53,fall
44,68,39,fall
44,94,2,fall
45,4,2,fall
45,9,35,fall
45,26,3,fall
1,9,5,fall
1,28,6,fall
1,47,11,fall
2,5,30,fall
2,44,114,fall
3,5,72,fall
3,45,46,fall
3,109,5,fall
4,9,192,fall
4,27,12,fall
4,90,1,fall
5,16,47,fall
5,37,19,fall
6,9,105,fall
6,14,1,fall
6,45,54,fall
6,107,4,fall
7,5,43,fall
7,23,24,fall
7,95,31,fall
8,5,3,fall
8,23,13,fall
8,100,1,fall
10,5,68,fall
10,37,11,fall
11,9,51,fall
11,61,3,fall
11,68,16,fall
13,5,67,fall
13,36,53,fall
14,9,5,fall
14,25,3,fall
15,5,35,fall
15,45,43,fall
15,61,6,fall
17,9,72,fall
17,37,37,fall
19,16,13,fall
19,83,4,fall
20,5,36,fall
20,41,24,fall
20,74,1,fall
22,9,28,fall
22,68,28,fall
24,6,130,fall
24,43,24,fall
25,9,69,fall
25,45,55,fall
27,9,31,fall
27,68,8,fall
27,80,1,fall
28,5,37,fall
28,35,2,fall
28,45,34,fall
30,16,21,fall
30,44,80,fall
32,9,30,fall
32,45,31,fall
35,16,40,fall
35,66,13,fall
36,9,6,fall
36,30,1,fall
36,44,29,fall
37,5,8,fall
37,38,4,fall
37,45,33,fall
37,104,1,fall
38,9,102,fall
